loan_id,customer_id,account_id,loan_type_id,amount,start_date,term_months,interest_rate,issued_by_employee_id
11263,14536,30539,2,74980.41,2023-09-01,12,6.1,140
11264,15534,9752,3,43156.71,2024-02-11,36,9.86,541
11265,8806,28466,1,27335.05,2022-01-21,48,9.49,1415
11266,5372,27027,3,44097.44,2020-07-24,36,8.31,270
11267,509,5247,4,94223.0,2024-04-03,36,9.5,1783
11268,5802,28590,2,30179.92,2023-06-09,60,7.26,1036
11269,11242,26605,2,31377.43,2024-06-09,60,9.25,1891
11270,8065,27855,3,2264.19,2022-10-04,24,3.8,1413
11271,17083,20542,2,78202.26,2020-07-03,24,3.26,1361
11272,9315,16355,2,70292.56,2022-01-25,12,3.2,506
11273,3505,29479,2,56780.86,2023-10-28,24,5.62,1130
11274,813,554,4,64657.45,2023-02-25,48,3.22,32
11275,11795,5170,4,29574.13,2022-05-14,36,7.45,1098
11276,5815,6809,1,22765.23,2024-02-16,36,5.09,1195
11277,5952,18334,2,79991.39,2024-04-01,48,8.76,1873
11278,3600,35434,1,95127.88,2022-07-19,60,8.36,1093
11279,6413,14691,4,17012.69,2023-09-26,12,5.57,813
11280,5185,7573,1,29318.12,2022-08-12,60,7.58,362
11281,5039,24817,2,6958.17,2022-06-21,12,9.54,1673
11282,11488,13580,3,86942.87,2023-03-27,48,3.46,1457
11283,19503,29935,3,64653.7,2021-03-07,24,4.18,929
11284,18070,25777,3,3708.61,2024-02-17,12,5.27,100
11285,16406,23252,4,45163.82,2024-06-02,12,4.59,1682
11286,17681,24915,4,90617.28,2024-01-27,12,5.78,9
11287,7951,9488,3,44783.27,2020-10-20,48,3.45,1598
11288,2638,29056,4,84870.99,2023-03-10,48,3.8,697
11289,6622,27883,1,64058.46,2021-12-26,60,9.17,1053
11290,16579,23234,2,89874.32,2024-04-08,48,8.19,1917
11291,7016,5010,2,44550.57,2021-08-16,60,6.85,1138
11292,6169,34699,1,88801.88,2023-07-09,48,5.47,462
11293,1400,27578,2,20671.11,2023-12-27,12,5.01,921
11294,14077,10683,2,18994.04,2021-09-17,24,3.21,1167
11295,12407,13397,1,34691.49,2023-04-29,12,6.89,390
11296,445,3012,1,85441.1,2021-02-17,36,5.99,632
11297,2599,36053,3,39162.86,2020-09-26,24,3.73,682
11298,7635,37390,1,69588.17,2024-03-26,12,9.76,157
11299,15406,19838,1,39459.62,2023-07-30,48,5.54,335
11300,12425,5252,4,13866.81,2022-10-29,36,5.39,1885
11301,3225,22402,2,17771.12,2023-10-28,48,5.52,260
11302,11468,21929,1,60804.05,2023-04-02,24,4.78,82
11303,19124,30601,1,81697.84,2022-03-18,60,5.01,754
11304,5976,20956,2,83496.22,2023-07-31,12,3.06,1465
11305,16551,236,3,67609.88,2021-07-13,60,7.11,1969
11306,12289,10427,3,14467.8,2020-11-14,48,7.21,1196
11307,172,14841,1,47549.06,2023-08-31,48,9.32,1255
11308,2007,24736,2,36276.76,2023-02-24,24,6.7,720
11309,15168,12028,4,9603.46,2023-10-03,24,7.28,75
11310,17310,23482,1,16527.36,2024-02-28,48,6.11,1294
11311,14811,5714,3,73764.48,2023-07-17,60,8.65,1923
11312,10848,8604,2,34560.41,2022-09-21,12,9.15,626
11313,5200,21114,1,74363.59,2024-06-09,12,7.29,62
11314,12494,1496,4,94571.68,2021-02-24,24,5.66,874
11315,16738,7993,4,85334.56,2022-07-31,48,3.71,320
11316,16901,18689,1,70899.4,2023-12-04,60,7.76,102
11317,10570,13985,1,83804.33,2021-06-17,24,9.74,1453
11318,12713,12615,1,96375.93,2023-06-21,12,5.2,874
11319,13881,31629,4,84594.33,2023-11-13,12,9.74,1746
11320,13834,2269,3,80133.39,2021-07-25,48,5.43,954
11321,6429,33171,1,97894.77,2021-09-30,24,9.78,255
11322,1646,31609,4,13063.41,2020-12-31,48,8.7,1556
11323,12270,893,4,17002.9,2022-04-06,60,9.16,570
11324,6038,15743,2,99017.27,2023-02-20,24,5.12,112
11325,19604,20111,1,38764.23,2021-11-23,12,3.79,985
11326,17848,4501,2,22403.14,2020-10-23,24,9.17,1337
11327,11290,557,4,54450.95,2022-05-06,24,9.46,998
11328,19208,22129,1,73560.58,2020-11-24,12,9.8,461
11329,17883,24275,4,93024.6,2023-07-13,48,9.93,708
11330,5459,25384,1,29256.91,2023-12-31,36,9.55,887
11331,5470,13432,3,77326.96,2021-11-02,48,6.83,1486
11332,2513,15712,3,70959.01,2021-07-26,60,6.25,1889
11333,16936,6243,1,28200.56,2020-09-06,24,3.03,1116
11334,11456,35860,1,68472.17,2024-02-02,12,7.55,1076
11335,12578,13823,4,48085.98,2021-03-26,60,8.86,1829
11336,9513,20103,4,26678.64,2023-08-02,12,8.88,520
11337,19855,24598,2,49651.59,2022-01-31,24,7.66,812
11338,12265,23874,2,62710.3,2022-09-15,48,4.46,1122
11339,10850,19243,3,72318.36,2020-09-03,48,8.22,236
11340,6123,6872,1,61384.47,2020-10-06,60,6.71,1925
11341,1435,1761,4,29081.31,2023-06-19,12,9.15,1398
11342,6281,14928,1,54762.46,2022-04-18,60,9.02,1605
11343,7686,38855,2,14911.5,2021-10-08,48,6.79,927
11344,4769,17359,1,53773.33,2023-02-04,48,8.35,557
11345,11086,2751,1,90158.32,2023-10-05,36,3.13,649
11346,10783,17533,3,22860.98,2023-08-10,24,8.7,234
11347,361,31493,4,42953.33,2021-03-11,12,3.77,1056
11348,18553,35617,4,32038.63,2021-11-09,60,3.82,1313
11349,2645,7659,2,68794.8,2023-05-12,24,7.35,1662
11350,16794,14543,2,8114.7,2022-05-02,36,3.72,579
11351,9167,11120,3,10460.74,2021-05-07,12,3.83,542
11352,14821,39102,1,6590.12,2021-07-29,60,3.51,114
11353,7665,27082,4,67249.31,2023-11-04,48,7.17,204
11354,2611,2712,3,33383.78,2024-05-01,36,3.71,1053
11355,12665,35683,4,78087.83,2021-02-04,60,7.31,643
11356,1283,35784,4,8783.37,2020-10-13,48,3.8,474
11357,16427,29095,4,95268.52,2021-07-09,24,8.96,697
11358,13062,19004,3,91341.15,2020-10-31,60,7.67,253
11359,12957,37839,2,13847.02,2020-07-25,12,3.44,1822
11360,18061,4229,4,44331.9,2020-08-11,60,6.31,905
11361,15893,261,1,12256.92,2021-03-18,60,4.48,1946
11362,2803,20283,3,54427.65,2023-03-26,12,8.67,386
11363,3706,19769,3,28896.61,2023-12-07,48,5.0,62
11364,14676,32025,2,26305.49,2021-07-23,36,5.77,515
11365,4653,28867,3,32425.48,2022-08-15,36,6.59,430
11366,18075,2268,2,26855.88,2024-06-24,60,5.41,580
11367,16020,10335,1,81472.14,2024-02-02,36,8.67,1561
11368,2499,3807,3,61074.74,2024-02-17,36,9.27,1715
11369,17745,33444,3,86112.76,2021-09-15,12,5.02,1165
11370,6242,5998,3,2764.98,2021-07-14,24,8.02,743
11371,12708,809,2,38486.14,2020-09-21,48,7.27,1324
11372,1888,1205,4,92573.82,2023-08-04,60,3.67,675
11373,1414,32467,2,2077.47,2022-03-26,60,6.83,311
11374,352,16617,3,52410.82,2023-11-20,24,3.14,471
11375,5033,23441,3,90815.48,2023-11-20,48,9.22,1417
11376,17260,31232,3,18226.14,2020-12-23,12,7.79,1666
11377,16591,10043,1,80046.96,2023-05-13,36,5.72,1469
11378,12604,4787,1,57876.25,2022-06-12,12,4.5,1782
11379,17293,10889,1,5992.14,2022-09-02,24,8.87,809
11380,2091,14421,3,34375.06,2020-09-22,36,9.32,172
11381,17059,35643,2,41390.15,2022-04-15,36,7.9,576
11382,8304,29772,4,96295.77,2023-05-31,36,3.57,31
11383,10038,15270,3,41688.79,2021-11-30,48,5.03,47
11384,4142,16398,4,64367.31,2023-05-01,48,9.69,130
11385,14568,18605,2,8701.57,2020-10-28,60,5.87,352
11386,7282,3122,3,31280.45,2020-12-29,12,4.9,978
11387,7212,10601,4,21922.3,2020-11-14,24,6.2,1869
11388,8092,11569,2,67675.87,2020-09-24,48,7.59,1646
11389,13078,33680,4,58636.13,2023-09-21,12,4.43,1605
11390,15144,4988,1,34180.92,2020-08-24,12,4.0,58
11391,1620,2085,4,52331.38,2020-09-29,60,6.71,1130
11392,12009,24891,3,19986.7,2020-08-03,60,5.11,812
11393,5847,21453,2,61004.09,2021-03-08,12,6.13,1354
11394,6875,8759,4,80686.47,2022-05-09,60,9.42,768
11395,12436,13216,2,34623.74,2024-02-05,24,4.36,1848
11396,12900,13292,3,79928.47,2023-09-17,36,6.04,683
11397,840,32586,2,94146.37,2024-05-07,60,7.65,1407
11398,10578,753,4,71946.45,2023-10-29,48,3.91,1186
11399,4297,22852,3,9531.94,2021-10-24,12,4.83,997
11400,8276,17362,1,89688.12,2023-03-09,60,8.61,286
11401,3252,10322,4,86433.93,2023-09-17,12,6.95,1095
11402,10426,16182,3,49033.5,2023-07-06,60,7.06,1791
11403,14850,36743,2,98852.05,2020-09-07,12,8.03,1478
11404,17169,8674,3,50371.43,2023-01-21,60,9.21,886
11405,1173,3928,3,8037.29,2022-05-28,24,8.13,1591
11406,4435,4762,3,80306.59,2020-12-30,48,3.6,1859
11407,8490,2617,2,58585.08,2022-06-20,60,3.09,397
11408,18988,2191,2,18809.87,2021-12-27,36,5.59,1539
11409,2868,21157,4,60678.57,2022-08-16,48,8.46,26
11410,9325,36757,3,73980.5,2023-07-30,48,9.18,313
11411,8180,19987,3,95205.63,2024-01-23,36,8.62,126
11412,1206,27784,2,39363.77,2020-08-22,60,7.01,1432
11413,17658,59,3,62383.82,2023-12-13,36,8.21,1589
11414,19379,17666,1,22088.43,2024-02-09,60,9.09,1222
11415,7320,22626,1,53395.35,2021-06-17,24,9.82,811
11416,3210,26264,4,21864.28,2023-05-13,12,5.89,188
11417,18223,9789,4,37007.05,2021-12-07,48,9.59,698
11418,15335,8639,1,50527.99,2023-09-12,60,3.07,1841
11419,16058,10739,2,92555.0,2023-04-06,48,7.36,810
11420,10468,15671,2,50491.97,2022-03-14,36,8.41,716
11421,10884,14218,2,3297.45,2024-06-27,48,8.35,1508
11422,3069,3100,4,39117.58,2024-05-14,36,3.62,450
11423,8091,2025,1,42451.97,2023-05-14,24,4.63,523
11424,5437,25438,4,17227.46,2021-10-23,24,5.83,1895
11425,2669,24542,3,18827.14,2023-01-05,24,5.62,1378
11426,2904,35033,1,96438.98,2020-09-16,48,4.89,986
11427,6472,19499,2,25223.48,2023-09-09,48,5.77,658
11428,4214,11635,4,58649.19,2021-08-26,60,6.36,597
11429,6074,23531,1,31601.32,2021-10-09,60,3.3,100
11430,17143,17382,3,5455.92,2021-01-04,60,8.21,616
11431,18498,7706,4,72622.25,2021-01-08,48,5.46,948
11432,14807,32062,1,49802.4,2023-07-10,36,6.39,1582
11433,3059,29760,3,22480.32,2023-01-14,36,6.52,556
11434,9388,7562,2,65809.43,2022-12-25,60,8.3,278
11435,7468,33254,4,9890.67,2021-09-22,60,3.73,1717
11436,19831,11444,2,25443.31,2021-05-04,36,4.71,1723
11437,7072,14229,3,55679.79,2022-03-14,12,7.38,1650
11438,7554,28187,2,30343.37,2022-11-14,12,4.69,491
11439,11679,26790,1,49659.38,2023-09-07,36,4.81,255
11440,4237,13148,2,56119.49,2023-02-10,12,9.64,381
11441,6656,28355,4,7159.22,2022-08-21,12,8.6,892
11442,12725,15594,3,41529.78,2023-05-02,48,4.16,542
11443,1668,13437,1,38008.15,2020-12-25,60,6.07,1288
11444,6115,340,4,96480.82,2023-05-14,12,4.85,1634
11445,15552,20974,1,35511.02,2023-06-14,48,8.3,825
11446,9794,32793,1,12336.15,2021-10-09,60,7.61,879
11447,4943,23010,4,6727.49,2021-07-07,60,3.36,1353
11448,12414,26012,3,44530.16,2021-03-06,24,4.25,1139
11449,11703,33510,1,3920.04,2023-12-11,60,8.14,1300
11450,3738,32969,3,18057.95,2023-08-16,12,6.81,1512
11451,19920,35997,4,44984.05,2024-06-04,36,5.2,281
11452,11135,31409,4,60480.72,2021-07-21,24,8.5,1299
11453,4419,17601,1,61766.02,2021-07-21,36,9.49,773
11454,6944,9344,3,94244.02,2021-03-23,36,9.59,843
11455,10977,31173,1,94216.84,2023-02-05,24,5.77,719
11456,4470,6241,4,95852.18,2023-06-28,48,7.45,1920
11457,4625,2137,4,73990.98,2024-01-10,24,8.24,328
11458,17753,10823,4,98135.64,2021-02-25,36,4.05,211
11459,2042,32204,2,24428.18,2024-06-15,48,6.36,727
11460,16484,3253,4,39994.77,2022-10-15,60,9.47,923
11461,5101,32211,1,56161.19,2023-06-14,12,7.19,552
11462,2052,606,3,66934.99,2022-09-12,12,8.9,26
11463,1289,7749,3,72514.76,2023-06-15,24,4.18,27
11464,14746,10417,1,64720.35,2023-03-14,48,6.62,702
11465,47,24988,2,70029.75,2021-02-28,24,4.97,1107
11466,10261,30105,4,71148.0,2022-12-09,36,7.16,1920
11467,17187,35152,3,96155.24,2021-12-28,12,6.34,1970
11468,4743,21532,1,69414.18,2022-05-12,48,3.67,682
11469,10016,22683,4,88678.04,2022-11-29,24,4.55,413
11470,8277,11281,1,57600.66,2021-04-01,12,3.52,167
11471,5524,19743,3,59231.83,2022-08-07,12,8.74,1724
11472,14372,35460,1,54888.3,2022-01-17,36,6.56,169
11473,13620,36839,4,40248.43,2022-01-06,24,9.83,1825
11474,8777,10363,1,98206.48,2022-10-14,24,8.54,229
11475,11233,17955,4,99016.35,2021-07-28,24,3.88,1633
11476,4568,31356,2,14821.53,2023-09-02,48,4.65,367
11477,5048,32401,4,78390.91,2022-11-12,60,7.91,528
11478,6368,30122,2,22666.28,2021-10-15,60,7.95,791
11479,18267,39204,3,55503.76,2024-03-08,60,6.63,1671
11480,8638,23146,3,96896.93,2023-10-17,12,8.73,1562
11481,17487,17788,3,2363.84,2021-08-24,24,9.87,1888
11482,15856,22413,2,59755.78,2022-11-20,36,5.63,524
11483,6533,10462,2,75551.29,2021-12-17,24,8.06,1096
11484,11969,15505,2,51867.9,2023-10-02,12,5.88,1669
11485,10174,8857,2,58239.13,2023-11-27,36,3.05,106
11486,8196,39812,2,11710.24,2020-12-11,60,6.08,732
11487,19730,98,3,49966.96,2024-05-12,60,3.26,1909
11488,5723,598,2,65488.6,2022-10-04,12,7.11,965
11489,1287,13479,4,28851.21,2024-02-19,60,9.4,1713
11490,18615,14405,1,80196.45,2024-02-13,48,8.21,1306
11491,15116,31497,2,89118.55,2022-06-13,24,9.65,133
11492,9117,30561,1,63044.68,2023-04-17,36,6.98,534
11493,18792,13375,4,81133.92,2022-02-25,36,8.6,975
11494,9174,18292,2,89886.4,2022-07-05,24,3.8,269
11495,7183,1145,3,52002.22,2022-03-20,12,9.7,1436
11496,12071,27524,1,86335.91,2021-01-04,24,8.53,673
11497,1850,21438,3,28773.47,2023-05-30,48,8.01,1643
11498,13322,1851,2,78366.68,2022-04-28,60,3.53,791
11499,5863,6822,4,22722.57,2021-05-13,48,3.26,1889
11500,19479,4865,1,99662.34,2022-03-15,36,4.84,1771
11501,3934,19855,4,97917.93,2021-11-17,36,7.57,18
11502,221,36227,3,23313.7,2020-10-18,60,6.7,1778
11503,16280,36119,3,82958.86,2021-05-27,48,8.65,117
11504,16332,10691,3,79941.51,2022-10-03,12,4.2,798
11505,2654,8103,3,69942.17,2020-10-03,48,3.05,1818
11506,18777,38179,2,38007.12,2021-06-28,48,6.11,1168
11507,5036,38056,2,66052.43,2021-12-21,36,4.38,1741
11508,1727,39400,1,83259.92,2021-10-17,60,6.26,551
11509,2677,10048,3,88751.67,2023-07-22,60,3.59,929
11510,2242,36143,4,45040.46,2023-07-13,24,5.61,1690
11511,6373,34902,2,11228.85,2024-06-09,24,3.68,1712
11512,18423,32413,2,23668.44,2023-05-09,36,7.85,1985
11513,6238,8770,4,68267.26,2021-12-10,12,6.42,753
11514,10977,2465,2,6546.57,2022-03-02,36,8.85,422
11515,19575,16393,2,79658.79,2023-01-06,60,8.05,1922
11516,1909,30199,2,69863.19,2021-05-18,12,5.04,1393
11517,1292,13718,3,38351.26,2022-02-06,48,8.62,646
11518,18659,6268,4,19305.55,2022-08-13,48,3.27,558
11519,4945,18876,3,12046.22,2022-05-16,24,7.25,50
11520,4120,8497,3,75005.96,2023-10-18,12,5.02,678
11521,18225,8723,2,81343.75,2024-02-04,12,9.46,106
11522,7309,1375,3,89466.55,2023-04-08,36,8.23,1240
11523,17907,21409,2,65504.29,2023-03-30,12,3.75,658
11524,16273,8939,4,41893.3,2022-05-11,24,7.43,1947
11525,14081,15224,4,86022.73,2022-01-22,24,9.94,1449
11526,20,14049,3,23676.72,2021-02-18,24,3.84,1096
11527,10465,10097,1,86174.8,2021-03-01,36,3.83,988
11528,13478,9913,4,84906.36,2023-06-07,48,7.41,842
11529,19631,7566,2,18098.33,2023-11-30,24,4.59,1809
11530,6935,3600,2,83473.42,2022-07-25,36,7.25,1783
11531,18492,23181,4,30373.85,2022-09-09,60,3.7,446
11532,4556,26854,1,33597.26,2023-02-10,24,7.99,1949
11533,5696,34237,3,60432.85,2022-02-08,48,7.37,1210
11534,14646,36962,3,30703.32,2023-04-18,48,4.45,70
11535,8596,20962,3,90308.73,2023-07-01,36,5.72,1998
11536,2849,1964,3,21392.63,2020-12-14,48,5.27,150
11537,16454,26801,1,93222.21,2020-08-18,60,9.77,1270
11538,1712,31407,1,41003.34,2022-02-23,60,5.43,774
11539,6996,36882,4,22737.4,2022-04-11,12,6.46,1562
11540,16321,9872,1,73273.69,2023-04-23,12,8.57,1959
11541,9507,35176,1,39509.57,2023-02-23,48,7.3,1676
11542,17435,19428,1,63303.08,2022-11-12,36,9.31,1123
11543,6425,23937,3,42214.34,2021-01-23,24,5.02,1934
11544,18468,19017,4,5553.48,2023-07-22,60,7.75,1302
11545,8863,31383,3,68608.9,2021-11-05,36,9.9,1587
11546,4867,34172,2,80214.93,2024-04-13,48,3.95,1687
11547,2112,14943,3,85797.83,2021-12-11,48,5.27,944
11548,15074,33383,1,35403.37,2022-10-08,36,9.26,455
11549,18772,22411,1,71938.62,2023-12-15,12,6.75,1128
11550,17556,15446,3,85448.73,2024-02-15,12,9.74,946
11551,9930,27349,4,64545.0,2024-04-28,12,8.8,601
11552,1260,24639,2,96256.21,2021-08-17,24,6.71,653
11553,12264,6638,2,94201.18,2021-06-17,60,9.56,725
11554,12208,18889,1,61692.85,2024-01-05,24,8.64,233
11555,14895,14923,1,2708.18,2022-06-15,24,5.35,1418
11556,12222,35053,3,19601.17,2023-06-16,12,8.09,1525
11557,18187,15242,4,53053.07,2023-09-30,36,8.72,1719
11558,3558,31685,3,94784.13,2021-12-31,36,5.3,251
11559,19992,21906,3,78799.11,2024-02-20,24,3.26,1545
11560,12212,10354,4,58293.36,2021-06-05,48,8.62,79
11561,15216,37292,2,96141.18,2023-12-10,36,5.81,1076
11562,2097,31369,4,40778.26,2022-06-29,36,4.47,898
11563,12489,36962,3,36867.18,2020-12-09,48,8.53,921
11564,7688,36832,2,67112.33,2021-11-24,12,4.09,781
11565,13563,7004,3,82500.35,2023-05-16,24,4.4,226
11566,15172,24093,1,65691.33,2021-04-23,48,6.27,1075
11567,17725,23711,3,16775.59,2022-03-06,60,7.99,1210
11568,9206,25618,4,93097.61,2023-04-20,60,5.85,1058
11569,10279,11843,3,50625.66,2021-06-22,60,8.27,803
11570,17868,19594,4,48399.98,2024-07-01,36,8.77,742
11571,8912,20148,2,96243.15,2023-03-26,36,7.73,131
11572,12441,28275,4,1937.99,2022-12-27,60,9.78,1023
11573,4266,28872,3,62494.31,2023-05-18,12,7.16,632
11574,18825,39111,1,42329.66,2021-03-19,48,4.61,1467
11575,17982,23914,1,4817.66,2021-07-15,24,5.06,838
11576,7193,7565,1,64686.13,2024-04-27,60,4.33,759
11577,7698,5020,1,31530.52,2023-09-18,12,7.55,1456
11578,4498,17299,2,93270.81,2020-11-30,24,4.0,704
11579,11235,20949,3,80797.34,2020-11-26,60,6.76,497
11580,12713,14130,2,85756.08,2021-09-07,24,3.86,1427
11581,9071,25692,1,61323.7,2020-08-05,12,5.82,323
11582,14446,37684,3,70703.41,2021-04-16,48,5.95,1234
11583,6022,14140,3,82574.54,2021-04-03,24,5.3,615
11584,2067,3823,4,80137.37,2023-11-08,36,4.12,329
11585,16573,21102,1,82880.16,2023-04-19,24,6.47,1396
11586,635,1094,2,15769.88,2023-04-30,48,8.28,1484
11587,15277,36563,2,97220.47,2021-02-22,48,6.48,133
11588,7698,5422,4,53200.75,2023-01-14,60,5.87,835
11589,2118,38405,4,63253.47,2020-08-24,12,4.63,651
11590,5972,35458,3,71246.96,2023-02-26,60,7.61,121
11591,17715,36728,3,38722.08,2020-10-29,24,7.6,606
11592,11680,38257,2,65791.34,2023-01-16,12,7.33,1476
11593,11086,6106,3,37756.77,2022-01-08,60,8.98,965
11594,11538,34423,4,3168.61,2020-10-08,12,5.18,129
11595,14936,3942,2,16631.28,2022-07-10,60,8.87,1115
11596,13801,33304,1,83520.92,2021-03-21,24,6.83,1628
11597,10269,7061,2,49289.64,2022-03-24,24,6.21,1599
11598,6715,17864,1,73066.34,2020-10-13,24,7.71,29
11599,19619,10560,2,80169.41,2022-12-31,60,9.9,722
11600,12595,25382,4,9355.3,2023-10-11,48,3.74,1548
11601,7590,21470,3,95942.16,2024-06-22,24,6.1,333
11602,16034,3379,1,59868.71,2021-11-22,48,8.62,1321
11603,5905,25127,4,27661.27,2023-01-03,36,7.71,1154
11604,19622,4681,2,32193.21,2020-10-29,48,8.05,1317
11605,16597,28014,2,70687.59,2024-06-19,12,5.72,1197
11606,7222,34942,3,16508.74,2023-02-19,48,9.89,1744
11607,13336,18087,4,82610.26,2020-08-20,60,7.29,944
11608,14254,21897,4,76995.13,2022-11-18,60,6.27,1048
11609,280,8972,1,12917.94,2020-10-02,48,8.46,1123
11610,9373,7174,4,13427.88,2023-05-29,24,5.52,1430
11611,5256,6817,1,70858.72,2021-05-07,60,3.27,356
11612,11487,39447,4,8277.56,2021-08-19,48,9.04,139
11613,9056,15947,4,21420.77,2023-11-08,24,4.99,1527
11614,3445,30008,1,52583.44,2021-08-23,36,8.53,1850
11615,12734,4565,3,75048.31,2020-12-20,12,4.29,1198
11616,17515,14100,3,73695.93,2021-05-18,36,3.05,29
11617,14286,35014,1,90068.4,2021-12-12,60,5.45,931
11618,19196,4033,1,31940.09,2022-06-05,60,3.79,496
11619,16847,11221,2,26599.67,2020-12-22,36,3.85,1014
11620,18643,306,3,57421.45,2023-08-27,24,5.13,655
11621,8671,5381,2,35907.67,2022-05-10,24,6.96,828
11622,16667,26339,4,53583.12,2021-09-12,60,7.16,351
11623,13414,3537,2,97053.37,2020-08-24,24,3.42,554
11624,11423,16841,4,49351.2,2021-11-23,48,9.28,299
11625,7473,25191,4,86757.47,2023-02-06,48,7.46,1744
11626,7283,4581,4,51527.37,2024-06-23,24,4.9,1866
11627,15849,23895,3,52674.53,2023-05-24,60,4.09,1969
11628,19220,23306,3,86878.95,2021-12-29,60,8.1,1216
11629,3966,37854,3,30737.45,2023-05-14,48,9.26,1696
11630,18753,24780,3,13439.36,2022-11-29,36,4.23,64
11631,6502,22028,2,2687.16,2021-03-08,48,4.71,755
11632,660,16982,3,16254.37,2021-04-25,60,8.42,770
11633,10733,18148,4,28513.35,2021-04-28,12,5.62,1688
11634,5499,5120,2,36818.66,2021-10-16,48,5.08,1239
11635,11845,32338,1,70677.85,2024-01-19,24,4.2,834
11636,15882,17969,1,29756.64,2021-08-03,48,5.99,166
11637,10283,36852,3,1327.31,2022-11-10,36,4.46,1567
11638,4967,39466,2,10962.33,2022-11-14,24,9.86,1907
11639,16285,16676,2,79827.74,2022-03-27,36,5.82,1256
11640,19117,30514,1,99632.87,2021-07-25,48,4.62,1818
11641,18812,2139,2,36052.41,2021-06-28,24,4.3,1565
11642,16040,13985,3,84595.01,2022-01-04,12,5.84,1219
11643,15406,39514,2,34701.5,2022-04-17,36,8.82,506
11644,10446,3078,4,60812.93,2020-07-28,12,4.41,1358
11645,6705,25880,3,55131.14,2021-01-10,48,3.27,1792
11646,17481,9537,4,43209.48,2022-04-16,60,8.14,793
11647,4027,21973,1,49826.94,2023-07-14,12,3.83,1328
11648,15332,19626,4,6608.69,2020-11-29,60,8.06,833
11649,1931,10828,4,26111.56,2020-11-24,60,5.78,1461
11650,2187,25835,2,86604.89,2022-12-10,12,8.17,1347
11651,9156,11264,2,52597.15,2020-11-20,36,9.87,1526
11652,6195,38512,4,12143.02,2021-03-03,36,5.88,858
11653,8761,18914,1,83885.1,2020-10-16,12,9.22,1938
11654,841,13691,4,7583.6,2022-12-20,48,4.56,1417
11655,14345,20613,1,4576.04,2020-11-27,12,3.42,806
11656,18708,22324,2,75713.68,2021-02-15,12,7.83,1623
11657,17859,23808,4,54206.88,2020-07-09,24,7.5,1173
11658,13938,37485,1,76771.62,2024-01-26,24,4.89,761
11659,14711,22982,2,34879.66,2021-09-25,60,5.13,833
11660,4623,9788,2,66789.0,2021-12-18,12,8.13,1429
11661,11573,19739,3,61925.88,2023-01-12,48,9.83,283
11662,19963,13665,4,8089.76,2022-01-30,36,9.87,1386
11663,19365,30606,1,49449.54,2021-05-21,48,4.54,379
11664,10539,19600,3,44627.91,2021-02-13,60,6.73,198
11665,652,10992,2,10487.57,2023-11-17,60,8.29,1015
11666,17140,25497,3,7359.14,2024-04-16,60,9.41,1024
11667,10177,32437,2,45256.16,2022-04-06,12,5.03,556
11668,16785,22848,2,64299.93,2020-12-29,12,3.69,356
11669,248,18326,4,88201.19,2020-11-04,12,6.21,1564
11670,7045,15929,2,58690.34,2022-04-22,48,5.58,1453
11671,8321,39743,4,39848.49,2023-07-27,36,4.48,1041
11672,16845,12567,1,21175.62,2022-04-17,60,3.28,639
11673,9254,31762,4,4536.3,2020-09-02,12,4.58,379
11674,7765,9095,1,21399.42,2023-10-31,60,5.86,680
11675,620,38679,4,54839.18,2022-01-28,48,6.96,506
11676,10544,33934,2,39872.85,2022-07-05,36,4.74,1780
11677,3086,27711,3,15144.33,2021-10-06,12,4.78,899
11678,14093,37151,3,64396.11,2021-03-02,12,4.16,76
11679,15055,37793,1,96893.15,2020-12-21,60,7.84,231
11680,17613,17338,3,82885.43,2020-08-13,24,3.01,1740
11681,19772,24827,3,66398.06,2023-01-05,60,7.84,962
11682,16831,1593,4,79489.07,2021-02-15,48,9.45,1272
11683,3652,39812,4,39701.49,2022-06-07,48,5.37,302
11684,4246,20143,2,3963.03,2020-08-28,48,9.63,726
11685,18657,20930,4,82309.85,2022-10-22,24,3.13,215
11686,14946,19142,1,59766.59,2024-02-17,24,4.75,1182
11687,17910,6247,2,19269.43,2022-01-28,12,8.7,69
11688,10888,4941,2,98924.43,2023-08-31,48,3.54,393
11689,5448,38152,2,31901.48,2020-12-01,12,8.99,1109
11690,10532,21528,3,5106.54,2022-03-20,60,3.36,267
11691,13801,15437,4,67682.29,2021-07-10,48,3.94,1093
11692,13115,7291,3,12932.73,2022-03-29,24,3.02,611
11693,6664,25989,1,48777.87,2023-09-12,12,4.04,1371
11694,4288,3423,1,70489.07,2024-05-20,48,5.08,1009
11695,9325,35453,2,74488.64,2024-03-28,24,3.44,962
11696,3127,39542,1,40214.56,2023-03-09,48,6.93,728
11697,13571,15184,2,74769.58,2023-08-02,12,5.37,1951
11698,15708,18400,3,97849.49,2021-04-04,36,4.01,673
11699,10035,4220,2,45003.17,2020-07-11,24,4.33,423
11700,10025,26460,3,7347.89,2022-08-24,48,3.67,1630
11701,14213,25358,1,96666.51,2024-06-05,60,7.69,1198
11702,11478,6242,1,3815.8,2021-01-27,24,9.36,1701
11703,17187,8728,1,38788.2,2022-01-01,60,3.62,115
11704,12761,16252,1,81364.57,2021-04-05,60,5.54,220
11705,12999,348,2,76678.17,2022-11-09,12,7.58,1980
11706,9418,24229,3,73463.73,2023-06-04,24,9.01,31
