payment_id,loan_id,payment_date,amount,status,interest_amount
33144,10700,2022-01-16,1515.75,late,59.41
33145,8592,2021-09-25,939.22,on-time,63.76
33146,14169,2023-01-25,813.6,on-time,10.07
33147,14539,2023-03-15,974.37,late,33.24
33148,5896,2022-08-15,657.23,missed,93.76
33149,3952,2024-05-08,201.42,missed,36.11
33150,7169,2025-04-13,1141.04,on-time,49.42
33151,9945,2024-06-21,130.12,late,26.8
33152,8671,2023-11-02,1938.27,on-time,22.47
33153,6915,2024-07-13,202.01,on-time,28.78
33154,3900,2023-07-12,1930.39,missed,59.83
33155,14007,2021-08-13,1552.93,late,92.71
33156,9750,2024-06-12,1725.64,on-time,39.36
33157,2265,2024-12-27,1931.79,missed,39.11
33158,10734,2021-10-31,698.51,on-time,60.77
33159,8329,2023-06-11,919.82,late,42.11
33160,90,2021-11-30,1436.67,late,91.94
33161,10641,2021-10-04,1487.98,late,44.01
33162,7647,2025-06-10,553.67,on-time,54.14
33163,12207,2025-01-07,457.83,late,58.01
33164,4823,2022-09-17,1081.8,late,80.39
33165,7438,2025-05-15,964.01,on-time,60.75
33166,6449,2024-03-06,1242.51,on-time,31.52
33167,3234,2023-08-28,166.2,on-time,21.16
33168,505,2022-09-21,1083.15,missed,94.4
33169,8875,2025-03-21,1157.43,on-time,82.14
33170,11645,2022-11-27,312.55,on-time,12.07
33171,14682,2021-09-10,1199.0,on-time,83.94
33172,5551,2023-12-25,1612.46,late,63.15
33173,14459,2023-03-30,1126.58,missed,56.7
33174,5406,2023-01-28,1862.05,on-time,11.1
33175,37,2023-06-22,499.34,on-time,80.28
33176,4041,2023-12-25,1824.62,missed,27.83
33177,4531,2023-02-23,1518.05,missed,75.52
33178,1598,2025-02-02,282.23,missed,11.43
33179,5877,2025-06-02,567.09,missed,81.67
33180,11425,2022-01-19,398.0,on-time,12.07
33181,9876,2022-04-29,201.15,late,31.23
33182,2303,2025-01-05,1527.19,late,34.15
33183,8965,2022-12-15,1178.17,late,24.18
33184,1216,2022-02-19,1573.9,on-time,53.3
33185,12397,2022-03-29,193.53,late,35.53
33186,734,2021-09-03,763.19,missed,99.4
33187,13215,2023-01-02,683.02,on-time,62.2
33188,12719,2022-08-10,175.08,on-time,60.98
33189,9834,2024-03-22,1534.91,missed,29.88
33190,10490,2025-02-27,997.56,late,46.78
33191,6051,2022-07-02,205.11,missed,21.16
33192,14546,2024-12-18,622.02,missed,78.63
33193,7111,2024-08-25,774.14,on-time,39.8
33194,3747,2021-10-06,1405.68,late,77.68
33195,6181,2025-03-18,1343.55,late,43.45
33196,4901,2024-04-15,256.08,on-time,98.99
33197,12162,2022-02-15,735.87,late,25.4
33198,5169,2025-05-06,1547.72,on-time,10.14
33199,13830,2022-05-26,435.11,missed,63.53
33200,2907,2021-11-19,1467.52,missed,95.77
33201,7003,2022-03-18,450.31,on-time,68.23
33202,2189,2025-04-18,941.37,on-time,17.72
33203,7302,2021-10-22,1198.91,on-time,58.64
33204,4794,2022-01-03,601.87,late,91.85
33205,11056,2022-08-22,918.22,on-time,10.59
33206,13733,2022-12-27,1542.99,missed,25.02
33207,6205,2021-10-11,1356.4,late,83.31
33208,6607,2022-04-05,418.63,late,90.45
33209,1846,2024-12-16,209.36,on-time,73.64
33210,1887,2022-04-05,899.15,late,99.24
33211,12647,2023-12-28,1964.14,missed,18.12
33212,8962,2022-04-24,940.58,late,59.11
33213,11685,2022-12-29,310.88,on-time,71.65
33214,12115,2023-08-31,1524.23,late,73.24
33215,8173,2023-12-23,347.92,on-time,81.41
33216,14462,2022-03-23,1294.22,on-time,92.59
33217,1192,2025-01-24,991.41,on-time,42.55
33218,9690,2023-04-25,1743.02,late,13.87
33219,9316,2024-07-18,1195.4,late,42.62
33220,4439,2025-01-12,737.74,on-time,70.45
33221,981,2021-11-10,545.26,missed,29.21
33222,8963,2021-09-23,1328.87,on-time,82.9
33223,12890,2022-03-11,1494.47,late,29.78
33224,2317,2022-10-16,733.48,late,10.91
33225,44,2023-08-24,1327.33,on-time,55.73
33226,7955,2025-03-19,1723.2,late,75.38
33227,14357,2023-12-09,1439.81,late,41.47
33228,12037,2023-01-03,1827.05,on-time,77.4
33229,2377,2022-04-08,1941.11,late,49.46
33230,6074,2023-12-12,1879.66,missed,25.45
33231,3060,2022-07-02,448.89,missed,18.15
33232,5376,2022-03-28,1268.87,late,73.95
33233,7105,2022-07-23,926.11,late,44.71
33234,7470,2025-01-25,723.01,on-time,92.15
33235,1779,2021-07-19,565.5,late,58.62
33236,697,2021-12-31,395.42,on-time,41.36
33237,10508,2024-03-05,1948.96,on-time,41.41
33238,3786,2025-04-28,462.21,on-time,21.83
33239,14793,2025-05-16,1047.98,missed,63.44
33240,8286,2023-11-07,918.3,on-time,62.4
33241,4262,2023-05-30,1507.06,on-time,82.0
33242,8153,2024-06-08,346.03,on-time,28.11
33243,14304,2024-01-20,530.66,late,36.17
33244,14321,2023-04-25,250.25,late,18.75
33245,780,2023-05-13,153.95,on-time,36.58
33246,9619,2025-06-17,1707.65,on-time,48.53
33247,13267,2024-08-05,1078.73,on-time,96.76
33248,10388,2025-04-26,151.51,on-time,68.78
33249,1294,2024-04-17,1535.8,on-time,80.46
33250,11377,2022-10-29,799.2,missed,39.3
33251,14645,2024-07-23,1260.71,late,23.01
33252,5500,2023-05-17,1228.16,missed,33.1
33253,3561,2024-07-18,1107.49,on-time,33.08
33254,7741,2022-08-03,961.99,missed,62.48
33255,3469,2021-09-26,1105.31,missed,40.73
33256,7227,2021-07-17,1819.86,missed,87.17
33257,6578,2025-03-12,147.22,missed,98.97
33258,12133,2024-09-04,1075.88,missed,40.9
33259,168,2025-05-26,501.41,late,73.46
33260,2901,2024-08-19,799.32,late,69.17
33261,14474,2024-01-13,628.56,late,27.5
33262,6916,2023-12-18,1256.59,missed,92.62
33263,13166,2023-12-10,903.13,on-time,27.95
33264,11124,2025-06-26,1670.34,on-time,76.33
33265,12111,2025-01-24,1712.51,late,41.28
33266,9604,2022-08-08,384.03,on-time,43.04
33267,3819,2021-12-21,1676.55,on-time,50.99
33268,5850,2023-10-12,924.58,missed,87.81
33269,10097,2023-07-11,1539.66,missed,22.62
33270,10777,2023-12-08,1660.72,on-time,14.91
33271,12866,2024-07-23,1741.62,on-time,46.18
33272,2879,2023-05-25,1216.37,missed,15.0
33273,9585,2022-09-29,1537.38,late,71.88
33274,6252,2023-03-18,345.45,missed,78.43
33275,12793,2022-03-16,1675.69,missed,86.92
33276,5846,2022-08-24,550.42,on-time,76.95
33277,4329,2022-04-07,1033.69,on-time,92.47
33278,2302,2022-07-29,407.25,missed,77.35
33279,7929,2024-10-31,1608.59,on-time,94.25
33280,11058,2025-01-05,1221.33,late,27.38
33281,10339,2024-08-11,530.1,late,54.99
33282,14667,2022-08-25,1420.18,missed,99.45
33283,323,2021-08-25,588.84,missed,71.34
33284,12373,2025-04-18,381.75,late,89.08
33285,3570,2023-09-12,1951.57,late,12.74
33286,6006,2022-02-01,394.34,on-time,88.46
33287,3434,2022-09-01,299.81,on-time,72.79
33288,3570,2023-02-24,1959.08,missed,25.37
33289,12423,2022-01-24,622.51,late,12.31
33290,4058,2022-07-07,1653.2,late,33.39
33291,12969,2025-03-02,1241.62,missed,92.42
33292,12743,2021-08-14,131.32,missed,70.13
33293,2899,2024-01-30,377.85,on-time,92.75
33294,14393,2024-03-14,139.28,missed,50.15
33295,5583,2021-11-22,330.66,late,94.3
33296,9485,2023-10-16,443.61,on-time,51.67
33297,5348,2023-06-30,1877.17,late,28.38
33298,2381,2024-10-19,1930.26,missed,23.63
33299,8213,2022-02-03,776.18,on-time,99.44
33300,6557,2022-10-22,169.63,missed,40.05
33301,3384,2024-08-27,1097.68,on-time,24.4
33302,5895,2023-06-26,1698.22,late,10.76
33303,2316,2023-11-22,551.64,missed,35.7
33304,11568,2021-10-24,230.96,late,90.02
33305,10961,2023-05-28,605.53,on-time,58.06
33306,13366,2022-03-20,1457.68,missed,66.92
33307,5975,2023-09-07,1438.71,late,93.02
33308,14,2024-01-08,567.13,late,56.16
33309,5335,2021-07-16,741.46,late,85.45
33310,13331,2021-12-26,1269.54,late,39.14
33311,14950,2024-07-18,1134.95,missed,97.94
33312,7203,2022-02-03,211.4,missed,17.09
33313,8413,2023-12-01,1955.52,on-time,75.23
33314,5014,2023-05-11,208.16,missed,69.45
33315,1559,2024-12-01,1723.52,late,27.25
33316,13242,2024-03-13,1828.02,missed,45.0
33317,3338,2023-01-22,136.77,missed,38.15
33318,12489,2023-05-24,1981.11,missed,18.5
33319,13644,2023-08-14,1261.97,on-time,62.63
33320,12256,2024-06-17,1293.6,on-time,99.43
33321,8278,2024-04-20,1447.11,late,60.36
33322,13271,2022-05-18,755.54,late,59.07
33323,14097,2022-10-29,229.1,missed,13.63
33324,6590,2023-04-26,771.04,late,22.53
33325,4985,2023-05-10,1907.84,late,56.19
33326,881,2022-03-13,211.1,missed,98.67
33327,14097,2022-11-14,1292.02,missed,88.89
33328,1953,2024-07-31,1163.04,late,40.62
33329,2421,2024-04-09,1162.5,on-time,58.87
33330,4325,2025-01-04,1361.8,missed,59.74
33331,6276,2023-12-07,1567.19,on-time,71.68
33332,12327,2022-10-21,1566.34,on-time,71.9
33333,9104,2024-01-14,368.61,on-time,81.08
33334,3728,2023-03-31,1934.19,late,12.25
33335,1118,2022-04-16,115.67,on-time,94.93
33336,8680,2024-06-06,862.7,late,16.31
33337,6876,2025-06-30,1899.13,missed,52.85
33338,2218,2023-12-26,1533.3,on-time,92.76
33339,8424,2021-11-14,1246.06,missed,53.89
33340,7693,2022-10-04,729.97,late,15.73
33341,4799,2024-12-09,1597.25,on-time,30.63
33342,9480,2023-04-19,543.71,on-time,62.08
33343,12416,2021-09-26,1033.08,late,17.91
33344,12401,2022-07-31,1342.51,missed,48.13
33345,901,2024-10-05,524.32,on-time,39.62
33346,8547,2023-10-17,1316.48,missed,83.37
33347,341,2023-12-14,574.85,missed,19.91
33348,8911,2022-05-09,964.59,on-time,71.45
33349,12808,2021-11-30,1845.9,missed,46.59
33350,1669,2024-12-12,1386.15,on-time,62.9
33351,1238,2024-11-13,591.91,on-time,28.5
33352,14405,2023-01-17,1114.59,on-time,64.87
33353,1268,2024-08-14,729.7,on-time,70.66
33354,13395,2023-02-16,550.97,on-time,16.32
33355,12298,2022-11-30,939.38,on-time,84.19
33356,5163,2021-10-08,136.89,on-time,87.51
33357,2491,2023-10-30,960.25,on-time,15.72
33358,11101,2023-05-18,146.96,on-time,64.29
33359,6337,2023-03-16,1221.58,missed,63.46
33360,11717,2024-02-17,499.65,late,11.12
33361,10765,2022-01-09,1055.56,on-time,40.81
33362,4680,2023-09-07,1619.46,missed,97.2
33363,2662,2023-06-01,794.74,on-time,59.99
33364,5094,2022-01-19,1682.83,missed,93.99
33365,3909,2025-01-24,130.35,on-time,70.81
33366,14425,2022-07-23,650.33,missed,12.56
33367,6879,2021-11-12,840.96,missed,16.99
33368,4442,2022-05-02,1060.04,late,75.0
33369,119,2024-08-02,405.57,on-time,59.91
33370,1162,2025-03-23,695.25,on-time,21.44
33371,1206,2024-11-17,166.48,on-time,65.27
33372,2396,2023-12-24,236.55,missed,82.93
33373,337,2023-07-12,176.48,on-time,77.77
33374,4396,2022-12-07,627.2,missed,32.15
33375,10611,2023-02-26,513.55,missed,33.24
33376,2357,2024-03-10,1380.61,on-time,97.11
33377,5255,2025-04-27,456.28,on-time,89.87
33378,258,2022-08-08,1387.23,on-time,38.65
33379,8793,2023-11-01,1882.97,on-time,84.16
33380,7893,2022-06-01,514.48,missed,24.56
33381,2189,2023-03-13,586.2,missed,27.72
33382,5756,2022-03-02,1688.7,late,26.31
33383,12126,2024-02-12,1287.78,late,17.89
33384,11029,2022-06-26,1903.08,missed,86.92
33385,14103,2022-12-21,1339.16,missed,62.09
33386,2939,2024-09-30,1043.21,missed,33.31
33387,12063,2025-04-04,1907.42,on-time,86.38
33388,10108,2022-01-04,854.72,on-time,82.24
33389,2332,2024-08-09,1801.01,missed,19.09
33390,3156,2021-11-12,1746.27,late,67.97
33391,2399,2024-08-28,1094.07,on-time,74.97
33392,13746,2024-10-01,204.79,on-time,74.42
33393,2187,2021-12-23,775.0,late,75.08
33394,14616,2021-09-12,1463.85,late,25.25
33395,4318,2023-03-03,1244.06,late,38.36
33396,11370,2022-03-07,1702.21,missed,85.98
33397,9251,2024-02-23,156.54,missed,90.86
33398,14436,2021-12-02,108.44,missed,35.13
33399,4340,2025-06-10,897.57,late,12.07
33400,13607,2024-05-04,351.24,on-time,87.38
33401,12507,2023-06-10,501.24,missed,43.94
33402,12726,2025-02-03,1851.45,missed,39.65
33403,4237,2025-06-16,1536.05,on-time,41.23
33404,4133,2022-01-16,613.9,late,47.41
33405,7225,2024-07-19,573.05,late,44.04
33406,4810,2024-08-25,689.19,late,60.98
33407,11937,2025-04-28,478.79,missed,17.1
33408,5771,2022-08-15,1233.24,on-time,97.44
33409,9050,2022-02-17,797.62,on-time,94.28
33410,1600,2024-05-20,1653.39,on-time,94.1
33411,8899,2023-01-30,1705.46,on-time,89.13
33412,8865,2023-04-23,1746.66,late,69.43
33413,5364,2022-10-31,505.79,late,29.9
33414,3964,2022-09-12,1563.12,on-time,14.45
33415,10098,2021-11-12,1102.71,late,18.94
33416,4965,2023-07-30,348.11,missed,39.16
33417,14415,2025-04-22,584.05,late,55.35
33418,13877,2024-10-24,988.72,missed,99.39
33419,3741,2022-08-10,946.03,late,49.19
33420,6234,2023-01-03,479.34,missed,57.22
33421,5957,2024-06-27,269.56,missed,72.56
33422,11461,2022-10-31,1634.57,on-time,26.27
33423,5239,2022-02-10,1441.22,missed,93.95
33424,8370,2021-07-20,1077.09,missed,57.61
33425,8500,2024-07-17,1115.6,late,34.86
33426,14095,2022-08-19,391.45,missed,94.16
33427,12733,2023-07-20,754.2,late,66.29
33428,14037,2023-05-09,526.56,late,53.53
33429,1757,2024-07-11,741.63,on-time,62.21
33430,159,2024-11-23,1678.76,late,77.35
33431,10289,2023-09-13,1238.6,on-time,23.91
33432,9822,2022-05-18,467.18,on-time,87.83
33433,10895,2024-09-12,1311.98,late,96.36
33434,10782,2023-12-01,247.46,on-time,61.03
33435,7385,2022-09-15,546.2,late,71.4
33436,13580,2023-07-02,731.03,on-time,87.39
33437,438,2022-06-29,1356.71,late,43.73
33438,10765,2022-02-20,736.7,on-time,99.35
33439,14622,2024-06-24,877.31,late,71.25
33440,9795,2021-10-29,103.66,missed,48.16
33441,163,2021-10-14,1357.61,missed,70.96
33442,2754,2022-01-02,1406.52,missed,56.95
33443,837,2023-11-28,1376.23,on-time,20.05
33444,12296,2022-06-25,600.14,late,81.63
33445,1089,2024-07-26,1689.16,on-time,60.79
33446,10291,2022-02-01,1037.51,missed,81.63
33447,11492,2023-08-07,1331.98,late,23.94
33448,2014,2024-05-14,1508.99,on-time,58.45
33449,11273,2022-08-28,1984.79,missed,79.0
33450,749,2023-10-10,809.52,missed,98.95
33451,14616,2024-08-08,563.28,on-time,89.6
33452,4483,2025-05-14,1619.47,late,87.79
33453,7941,2024-01-06,209.34,on-time,32.27
33454,9037,2024-05-27,1166.36,on-time,85.42
33455,14637,2024-11-29,308.06,missed,25.24
33456,10456,2025-05-19,1498.62,missed,27.83
33457,1453,2023-10-09,597.51,late,19.91
33458,12360,2025-05-12,263.11,late,87.18
33459,12379,2025-04-02,1822.58,on-time,19.74
33460,6291,2021-11-20,1473.01,missed,22.43
33461,34,2022-02-17,630.01,on-time,32.13
33462,12296,2021-12-20,1844.39,missed,61.54
33463,9944,2021-08-30,1084.43,late,89.22
33464,6945,2023-12-07,304.04,late,47.64
33465,4816,2023-12-05,215.82,on-time,59.17
33466,10622,2022-05-03,482.63,on-time,24.98
33467,4535,2023-10-07,1821.0,missed,33.94
33468,14108,2023-01-23,989.8,late,22.05
33469,2608,2024-05-29,1928.16,missed,46.89
33470,11245,2022-09-14,395.78,late,63.13
33471,13780,2021-09-22,1859.36,missed,35.56
33472,3713,2022-07-07,1948.52,missed,86.14
33473,10683,2023-04-10,1998.97,late,98.31
33474,2267,2024-10-11,1362.44,on-time,20.81
33475,14,2024-01-15,443.08,missed,11.61
33476,6387,2025-05-16,551.0,missed,81.08
33477,7923,2023-05-14,1626.51,late,27.16
33478,8021,2021-10-03,361.85,missed,41.78
33479,53,2025-03-28,659.9,on-time,45.48
33480,14420,2023-05-12,726.92,missed,92.49
33481,13214,2022-11-30,1688.22,missed,69.3
33482,3090,2022-05-14,1527.42,missed,13.65
33483,5320,2024-08-28,1618.74,on-time,11.33
33484,1931,2023-04-22,1760.2,missed,27.96
33485,11718,2022-08-13,560.38,on-time,38.64
33486,5425,2023-10-22,1864.33,late,53.61
33487,9948,2025-03-21,866.61,late,85.41
33488,9927,2022-09-22,1392.72,late,38.33
33489,6035,2024-08-02,1100.22,missed,43.89
33490,14444,2024-12-18,676.55,late,39.64
33491,5212,2024-11-08,1389.9,late,10.81
33492,3439,2022-08-13,928.95,missed,95.97
33493,11763,2021-12-19,476.25,on-time,22.51
33494,2367,2024-02-24,1567.8,missed,35.89
33495,12981,2025-05-29,1933.9,missed,21.64
33496,6242,2022-07-09,1460.04,on-time,54.15
33497,6626,2022-04-16,1897.17,late,93.89
33498,12064,2024-04-22,1891.67,late,19.06
33499,11191,2024-11-06,1046.16,on-time,49.68
33500,1771,2025-04-12,296.0,on-time,12.01
33501,8337,2022-12-11,772.48,missed,79.38
33502,10324,2023-10-10,380.14,missed,67.71
33503,2287,2024-02-02,1609.87,late,72.97
33504,12338,2023-05-19,953.7,late,52.51
33505,10914,2022-12-12,853.05,on-time,91.69
33506,7137,2024-11-07,1961.82,on-time,46.86
33507,6825,2024-01-30,863.21,late,56.27
33508,2209,2023-04-08,293.72,late,72.58
33509,9489,2022-03-23,753.7,late,56.85
33510,4975,2024-10-15,1320.69,missed,27.04
33511,273,2025-06-30,1622.23,missed,38.54
33512,13992,2024-06-12,1546.51,missed,18.31
33513,2457,2023-09-22,492.8,missed,48.94
33514,3914,2024-11-11,701.79,on-time,64.85
33515,5747,2024-05-30,235.52,missed,20.67
33516,2529,2024-02-22,1809.15,late,66.75
33517,4574,2025-01-15,1785.2,on-time,90.36
33518,6727,2024-05-06,747.14,late,40.4
33519,6698,2024-08-18,420.15,late,29.98
33520,13255,2024-07-30,430.8,missed,90.37
33521,11800,2022-01-25,1809.14,missed,72.28
33522,13693,2022-05-17,1089.89,on-time,19.49
33523,882,2024-03-22,1668.75,late,46.73
33524,2884,2021-07-17,1419.32,missed,70.67
33525,9209,2022-07-01,485.16,on-time,61.69
33526,13449,2021-12-30,1836.78,on-time,65.67
33527,3161,2021-07-04,1647.67,missed,61.04
33528,3387,2024-12-06,331.32,on-time,81.83
33529,7913,2023-12-31,553.97,late,38.84
33530,10071,2023-11-30,1699.51,late,73.76
33531,4094,2024-10-05,340.99,missed,99.2
33532,4926,2024-02-28,705.81,on-time,45.1
33533,882,2022-08-15,1286.05,late,81.19
33534,7061,2024-07-30,1344.57,missed,32.15
33535,1820,2025-03-26,974.14,missed,35.37
33536,2589,2021-09-13,1427.42,late,94.14
33537,7085,2023-05-03,1916.63,late,12.33
33538,4305,2022-03-03,1828.81,late,29.57
33539,6155,2023-04-20,1952.66,late,53.46
33540,7026,2022-02-15,1880.66,on-time,46.17
33541,9959,2025-06-19,572.22,late,66.63
33542,7340,2023-08-03,1085.22,missed,27.34
33543,9910,2023-11-15,1043.4,late,16.35
33544,3365,2022-08-30,1996.68,late,43.24
33545,14657,2023-11-16,1465.52,late,57.19
33546,10145,2024-05-25,1207.86,missed,60.58
33547,4446,2021-09-06,598.99,on-time,64.13
33548,1796,2023-08-25,535.29,late,59.38
33549,14836,2023-09-30,106.2,late,32.12
33550,6905,2024-06-24,1650.03,missed,78.81
33551,7015,2023-05-11,956.29,on-time,17.9
33552,5964,2024-07-23,1291.08,late,27.85
33553,14418,2023-05-03,1828.44,missed,76.54
33554,8752,2024-06-20,1850.53,on-time,35.18
33555,5089,2023-11-19,349.17,late,54.41
33556,11359,2025-02-02,620.89,on-time,39.45
33557,3005,2024-07-06,598.62,late,55.63
33558,2572,2022-11-20,328.51,on-time,41.2
33559,11197,2021-11-24,553.39,missed,99.48
33560,10260,2024-02-15,1963.81,late,42.17
33561,6188,2024-07-03,491.03,on-time,66.43
33562,11972,2023-05-26,1387.16,late,89.95
33563,8850,2024-07-24,348.67,late,67.41
33564,14285,2024-05-23,1857.8,on-time,60.93
33565,8810,2024-07-12,288.03,on-time,61.23
33566,11896,2024-04-09,925.63,missed,54.68
33567,6441,2025-05-10,633.87,missed,82.68
33568,5036,2025-05-24,1083.63,missed,14.54
33569,9985,2023-03-30,1658.72,missed,89.66
33570,13058,2023-06-25,1943.13,missed,62.77
33571,3673,2023-01-23,1409.99,missed,86.4
33572,5535,2023-09-07,1974.84,late,10.94
33573,13665,2024-07-12,105.7,late,88.23
33574,5590,2025-06-21,1790.34,late,20.81
33575,3357,2022-11-13,537.39,on-time,74.91
33576,10984,2023-10-20,1956.79,missed,47.49
33577,5913,2021-12-24,1801.26,missed,71.3
33578,8128,2023-01-25,1796.67,on-time,66.54
33579,12960,2025-07-01,1221.68,missed,24.71
33580,11112,2023-03-04,1422.16,on-time,56.32
33581,14513,2024-09-02,1681.14,late,34.95
33582,6728,2022-02-02,820.52,on-time,60.44
33583,5327,2022-09-09,1239.27,on-time,76.42
33584,11171,2021-07-23,348.76,late,17.31
33585,14870,2025-03-04,564.4,on-time,56.42
33586,10711,2023-11-02,987.78,late,65.59
33587,13122,2024-05-24,522.94,missed,36.58
33588,11445,2023-04-29,431.45,late,95.77
33589,12486,2022-03-07,739.23,missed,56.83
33590,4644,2023-05-08,1319.1,missed,26.43
33591,11339,2025-05-14,1265.4,late,19.7
33592,4201,2024-11-21,595.02,on-time,58.75
33593,7695,2023-08-05,375.85,missed,43.77
33594,3937,2023-04-25,1076.34,on-time,27.33
33595,7285,2024-09-29,959.49,late,12.76
33596,2377,2023-05-03,643.2,missed,60.99
33597,9286,2023-03-13,135.82,on-time,63.87
33598,10933,2022-05-09,161.8,missed,22.76
33599,4736,2023-02-09,287.86,missed,64.16
33600,7871,2023-09-11,1597.34,late,95.68
33601,10369,2022-11-15,1847.7,on-time,98.05
33602,5908,2022-05-15,1319.83,late,89.96
33603,13514,2021-09-04,1520.78,on-time,82.64
33604,20,2024-06-27,568.22,late,28.84
33605,3950,2023-09-17,565.94,on-time,24.08
33606,4851,2024-08-22,1782.65,on-time,50.05
33607,10536,2024-01-06,1141.07,late,65.77
33608,6731,2024-10-12,1764.95,missed,86.56
33609,14858,2024-06-02,689.54,late,30.88
33610,11298,2023-12-10,1031.06,late,53.17
33611,2177,2023-07-17,501.19,on-time,68.27
33612,7188,2025-03-12,341.26,missed,50.1
33613,12059,2022-07-22,1230.08,late,50.88
33614,13693,2021-09-23,592.52,missed,30.26
33615,4051,2023-09-21,1207.73,missed,98.8
33616,3844,2024-11-27,1272.27,late,52.77
33617,14821,2022-02-22,213.07,late,57.95
33618,12247,2025-04-01,126.19,late,29.67
33619,10714,2022-09-07,1470.68,late,56.27
33620,4121,2024-05-12,1297.35,missed,32.98
33621,6104,2023-06-12,181.85,late,28.21
33622,7651,2021-08-17,489.49,on-time,34.82
33623,1041,2022-06-23,1294.05,on-time,10.25
33624,8320,2024-02-21,289.96,missed,61.31
33625,1630,2025-05-25,1122.16,late,44.87
33626,13336,2024-09-16,1844.53,late,90.88
33627,11047,2022-05-23,477.57,missed,13.66
33628,14229,2022-04-07,1237.54,late,13.89
33629,7722,2021-09-10,1398.7,late,89.73
33630,3947,2021-09-15,1723.74,on-time,21.4
33631,4106,2022-10-26,1722.09,missed,10.19
33632,13322,2021-07-30,578.77,missed,26.1
33633,9660,2021-12-21,958.44,late,84.15
33634,6757,2021-10-01,1886.22,late,82.24
33635,11350,2022-10-22,557.3,missed,40.61
33636,10649,2023-06-29,1994.08,on-time,70.12
33637,14386,2022-08-04,901.86,missed,55.65
33638,8560,2024-08-03,1501.2,missed,91.43
33639,6294,2024-08-10,1252.61,on-time,15.08
33640,3854,2022-03-27,1822.04,late,83.19
33641,4383,2023-10-23,1343.72,late,25.35
33642,5712,2024-05-30,1249.74,late,45.25
33643,13515,2025-05-20,665.67,on-time,27.28
33644,7919,2021-09-03,360.6,missed,73.24
33645,7760,2024-01-18,1112.6,on-time,71.05
33646,7641,2023-11-10,1700.89,missed,59.31
33647,2036,2022-03-11,1541.8,late,72.83
33648,9079,2023-03-29,108.63,late,67.56
33649,535,2023-03-06,184.23,missed,79.88
33650,11876,2025-03-09,1724.78,late,31.55
33651,14716,2023-12-11,254.6,late,48.6
33652,7568,2021-11-12,840.69,on-time,23.65
33653,14251,2022-06-29,640.31,missed,48.66
33654,7463,2021-09-05,339.57,late,73.15
33655,2027,2022-11-04,1956.86,missed,72.23
33656,9310,2022-10-02,442.48,missed,73.85
33657,7382,2023-10-23,1354.35,late,37.79
33658,5147,2023-04-23,601.83,late,69.6
33659,1795,2021-07-07,276.68,missed,43.07
33660,7870,2021-11-11,1439.39,late,95.0
33661,13261,2023-06-21,921.38,on-time,40.9
33662,2179,2023-10-19,1466.05,on-time,64.27
33663,3095,2023-08-25,907.27,missed,77.51
33664,9752,2024-07-14,602.98,missed,91.58
33665,8872,2024-12-08,120.75,missed,49.41
33666,417,2021-11-09,329.23,late,42.44
33667,5886,2023-08-20,1887.42,missed,48.7
33668,6524,2024-05-15,576.86,missed,39.13
33669,11968,2024-01-17,299.38,missed,68.85
33670,6377,2025-04-14,920.03,missed,93.94
33671,10054,2021-11-03,1177.82,missed,21.35
33672,3248,2024-07-04,1079.64,on-time,60.48
33673,5206,2023-10-21,1936.4,missed,90.79
33674,8216,2025-05-26,1097.17,missed,19.01
33675,3009,2025-02-27,1721.35,on-time,54.45
33676,14249,2024-06-21,1506.89,missed,87.87
33677,3237,2023-08-03,829.84,missed,91.04
33678,11263,2023-07-02,630.1,late,56.29
33679,1173,2021-07-14,1926.35,on-time,12.25
33680,10947,2023-01-16,1391.8,on-time,19.51
33681,6588,2022-01-30,1967.86,missed,62.8
33682,10623,2024-08-06,801.36,on-time,21.15
33683,8728,2021-12-08,1934.27,on-time,23.45
33684,7074,2022-12-09,1391.51,missed,79.49
33685,2675,2024-02-08,682.65,late,77.56
33686,11542,2023-03-17,725.0,missed,85.85
33687,2798,2024-01-12,190.37,late,19.52
33688,10022,2024-06-26,463.93,on-time,27.83
33689,10666,2024-06-25,719.98,missed,84.97
33690,4493,2025-03-20,1058.51,missed,74.9
33691,6548,2022-03-17,870.12,late,82.54
33692,11791,2023-02-03,907.89,late,99.08
33693,2669,2023-09-19,366.08,late,87.8
33694,14124,2021-09-05,1389.04,missed,56.84
33695,12805,2023-04-20,1494.73,missed,37.97
33696,6016,2022-09-10,245.46,missed,61.27
33697,5773,2025-02-17,640.16,missed,67.47
33698,13675,2023-03-10,469.36,missed,40.18
33699,2385,2023-01-23,372.0,late,79.38
33700,10817,2024-04-14,1116.43,missed,18.35
33701,201,2023-10-19,360.51,on-time,80.15
33702,7419,2025-04-27,1593.21,on-time,12.88
33703,8204,2022-11-13,1781.66,missed,54.82
33704,6813,2023-01-20,1397.16,on-time,87.53
33705,7182,2022-02-24,1130.55,on-time,17.78
33706,13629,2023-10-10,1205.6,on-time,56.6
33707,6327,2024-02-15,1276.29,late,24.35
33708,8576,2023-10-07,868.25,late,90.53
33709,9791,2021-11-02,1280.62,missed,84.91
33710,8037,2025-04-26,895.61,on-time,94.05
33711,11217,2021-09-16,1626.53,on-time,88.75
33712,9988,2023-04-04,1344.65,missed,76.29
33713,9132,2023-01-22,753.34,on-time,26.64
33714,6864,2023-03-28,485.15,missed,37.23
